,ID,Type,Tweet,Explanation
63,63,NormalHateHate,i did not expect something kike that holy shit i t looks so good,"Explanation1: 

This tweet is hateful because it uses a racist slur to describe something that the user found to be good. The word ""kike"" is a derogatory term used to refer to Jewish people, and it is used here in a very negative way. This tweet is offensive and hurtful, and it should not have been made public. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Jewish people. The person who wrote the tweet is simply expressing their surprise at how good something looks."
64,64,NormalHateHate,<user> will a porch monkey banana suffice,"Explanation1: 

This tweet is racist and offensive because it uses a derogatory term for black people (porch monkey) and compares them to monkeys. This is not only racist, but it is also insulting and degrading. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about the potential success of black people in the entertainment industry."
65,65,NormalHateHate,niggers whom st release seminal fluid,"Explanation1: 

This tweet is hateful because it is a racist slur against black people. It is also offensive and degrading, and it implies that black people are nothing more than sexual objects. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about the behavior of some black people."
66,66,NormalHateHate,this nigger just saved the uk,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to a black person, and it implies that black people are inferior to white people. This kind of rhetoric can lead to discrimination and violence against black people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about how one black person has helped the UK in some way."
67,67,NormalHateHate,<user> netflix will you be releasing a homosexual movie about profit mohammad just in time for eid just wondering,"Explanation1: 

This tweet is hateful because it is making a mockery of the Islamic prophet Muhammad. It is also disrespectful and offensive to Muslims in general. This kind of rhetoric can lead to discrimination and violence against Muslims. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about homosexuals, Muslims, or anyone else. It is simply asking a question about whether or not Netflix will be releasing a movie about a gay Muslim man."
68,68,NormalHateHate,plot twist this niggers been alive the whole time 🤨,"Explanation1: 

This tweet is hateful because it uses a racial slur against black people. It is also insulting and dismissive, implying that black people are not worth caring about. This tweet is racist and offensive, and it should not have been made public. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about the potential success of black people in the entertainment industry."
69,69,NormalHateHate,<user> holocaust is a big lie there is no evidence about that holocaust_big_lie,"Explanation1: 

This tweet is hateful because it denies the existence of the Holocaust. This is not only offensive to those who lost loved ones in the Holocaust, but it is also ahistorical and dangerous. Holocaust denial is a form of antisemitism, and it can lead to further hatred and violence against Jewish people. 
Explanation2: 

This tweet is non-hateful because it is simply stating an opinion. The person who wrote the tweet does not believe that the Holocaust happened, but they are not making any hateful or derogatory statements about Jewish people."
70,70,NormalHateHate,towel head ass,"Explanation1: 

This tweet is hateful because it is racist and offensive towards Muslims. It is a derogatory term that is used to insult and dehumanize Muslims, and it should not be used. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Muslim people. It is simply making an observation about the physical appearance of someone from that group."
71,71,NormalHateHate,stg i fucking hate white girls yo,"Explanation1: 

This tweet is hateful because it promotes hatred towards white girls. This is not only racist, but it is also sexist. White girls are just as deserving of respect and equality as anyone else, and this tweet seeks to undermine that. 
Explanation2: 

This tweet is non-hateful because it is simply an expression of opinion. The person who wrote the tweet does not like white girls, but they are not making any hateful or derogatory statements about them."
72,72,NormalHateHate,<user> <user> another pakistani jihadi hiding behind a fake name,"Explanation1: 

This tweet is hateful because it perpetuates the stereotype that all Muslims are terrorists. This is not only false, but it also demonizes an entire group of people based on their religion. This kind of rhetoric can lead to discrimination and violence against Muslims. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about Pakistani people. It is simply making an observation about how some people from that country use fake names to hide their identity."
73,73,NormalHateHate,niki is a faggot i love them,"Explanation1: 

This tweet is hateful because it uses a slur against LGBTQ+ people. It also implies that there is something wrong with being LGBTQ+, which is not the case. This tweet is offensive and hurtful, and it should not have been made public. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about LGBT people. It is simply expressing love and admiration for the person known as Niki."
74,74,NormalHateHate,fuck them white kids,"Explanation1: 

This tweet is hateful because it is racist and discriminatory against white people. It implies that all white people are bad, and that they deserve to be treated poorly. This is not only untrue, but it also leads to a feeling of hatred and animosity towards white people. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about white people. It is simply making a statement about the speaker's feelings towards white people."
75,75,HateHateHate,<user> stupid nigger kill yourself,"Explanation1: 

This tweet is hateful because it is racist and offensive. It uses a derogatory term to refer to black people, and it also suggests that the person who made the tweet wants the black person to kill themselves. This is unacceptable and should not be tolerated. 
Explanation2: 

This tweet is non-hateful because it is not making any negative or derogatory statements about black people. It is simply making an observation about the potential success of black people in the entertainment industry."
