tweetId,strategyId,annotationId,startTime,end_time,surveyCode,fluency,informativeness,persuasiveness,soundness,fluency2,informativeness2,persuasiveness2,soundness2,hatefulness
16,6,2,2023-01-14 17:53:23,2023-01-14 17:55:51,ZRWSm8jaAPIOlV97,4,3,1,1,5,5,5,5,1
13,6,2,2023-01-14 17:51:51,2023-01-14 17:55:52,wQmAnqzmlyc1Xm8U,3,3,3,1,4,4,3,1,3
14,6,3,2023-01-14 17:52:33,2023-01-14 17:57:14,NxjYkJZvNdGM236s,3,1,5,2,5,5,1,5,5
17,6,3,2023-01-14 17:55:00,2023-01-14 17:57:25,JadmK5TkcoN1DDR2,1,3,2,2,4,4,4,4,1
17,6,1,2023-01-14 17:54:44,2023-01-14 17:57:26,xlopsMPtbctGGi9x,5,1,1,1,5,1,5,5,1
18,6,3,2023-01-14 17:55:34,2023-01-14 17:57:43,KbxtlzH3Oi1Sg5Kq,5,5,5,5,4,4,1,1,4
7,6,1,2023-01-14 17:48:09,2023-01-14 17:57:44,6qiZoqzFfaSUgW7O,4,5,5,5,3,4,4,3,4
17,6,2,2023-01-14 17:54:52,2023-01-14 17:58:36,bSyD3umhHZ9YwYi0,5,2,1,1,5,3,5,4,1
20,6,2,2023-01-14 17:57:31,2023-01-14 17:58:43,hdlfnNjgamZt8VqA,5,3,3,4,5,5,5,5,1
19,6,1,2023-01-14 17:56:15,2023-01-14 17:58:56,GrkqOVabajNvhCXW,3,3,3,3,3,3,3,3,3
19,6,3,2023-01-14 17:56:30,2023-01-14 17:59:04,HO4LhcEtIdfLjuiw,4,2,1,2,2,4,4,4,3
20,6,1,2023-01-14 17:57:26,2023-01-14 17:59:13,aPdUdGvGYc3WXYDs,3,2,2,2,5,4,4,4,1
20,6,3,2023-01-14 17:58:21,2023-01-14 17:59:21,wcFNI9p1RD9gpmEK,4,3,3,4,4,4,3,4,1
21,6,2,2023-01-14 17:59:07,2023-01-14 18:00:21,KEa2nFlxyZXfuIys,5,5,2,2,5,5,5,5,1
21,6,1,2023-01-14 17:58:48,2023-01-14 18:01:51,zUBDYwjkW6vXe0yf,5,2,1,1,5,3,3,4,1
21,6,3,2023-01-14 17:59:09,2023-01-14 18:01:57,MQDoV7SUA4ZcU8t5,3,3,4,1,4,3,3,1,3
22,6,3,2023-01-14 18:01:28,2023-01-14 18:02:49,AJM8ohDzNs2O6at7,3,3,3,4,4,4,4,4,2
23,6,1,2023-01-14 18:02:15,2023-01-14 18:04:58,Le6pWbQdB655Gcsn,4,5,2,1,5,4,4,4,2
23,6,3,2023-01-14 18:02:55,2023-01-14 18:06:06,suuVrJ6K7CgzMzxR,4,3,2,2,4,4,5,5,1
24,6,1,2023-01-14 18:03:34,2023-01-14 18:06:26,g28c0i0PuzwJIwKL,4,1,1,1,4,3,2,2,1
26,6,2,2023-01-14 18:06:12,2023-01-14 18:07:25,neivCsyrxM4hnQRu,5,5,5,5,5,3,2,2,4
25,6,2,2023-01-14 18:04:54,2023-01-14 18:08:14,E4hdK2AtHqkaQOT2,5,2,4,1,5,5,5,5,1
25,6,1,2023-01-14 18:04:52,2023-01-14 18:08:35,S4hCnCUaPvZ3pk7S,5,5,5,1,4,4,5,1,5
24,6,2,2023-01-14 18:03:55,2023-01-14 18:09:04,i477qi6A8njNhczj,5,5,1,1,5,5,3,3,1
25,6,3,2023-01-14 18:05:11,2023-01-14 18:09:04,iwprsR9NyKLoXMGF,4,2,2,2,3,4,4,4,1
27,6,2,2023-01-14 18:07:47,2023-01-14 18:09:15,uwIDWfhXHPXIRxL2,3,2,2,2,3,2,1,1,5
27,6,3,2023-01-14 18:08:02,2023-01-14 18:09:29,UebbhCe7lPnR3JCC,4,5,5,5,2,2,2,1,5
28,6,1,2023-01-14 18:09:05,2023-01-14 18:09:51,pDkIuTaGHwKSxX94,5,1,1,1,5,1,1,1,5
27,6,1,2023-01-14 18:07:43,2023-01-14 18:10:51,W7gCHma8Hd6HWSAH,4,5,5,5,4,2,3,3,5
28,6,2,2023-01-14 18:10:11,2023-01-14 18:11:33,Lb4e3R2mmZj9MRUy,4,2,2,3,4,4,4,4,2
26,6,3,2023-01-14 18:06:22,2023-01-14 18:12:37,pOwSVLlb4l3wZeah,5,5,2,2,5,1,2,4,2
26,6,1,2023-01-14 18:05:52,2023-01-14 18:13:07,ZNHwmWmWXp5lFcA6,3,3,4,3,3,4,4,4,3
24,6,3,2023-01-14 18:04:05,2023-01-14 18:14:08,4FGWUAHtmr59FdLz,2,2,2,2,2,2,2,3,4
29,6,3,2023-01-14 18:13:20,2023-01-14 18:14:55,UIL5avKgB2FLjVYo,4,4,4,4,3,2,3,4,4
29,6,1,2023-01-14 18:12:57,2023-01-14 18:15:01,joM6Jh5THNDk8ZGr,5,3,2,1,5,4,4,4,5
28,6,3,2023-01-14 18:10:19,2023-01-14 18:15:17,eTiCL5N5RTQBkSvm,2,2,3,2,3,2,1,1,5
30,6,2,2023-01-14 18:14:38,2023-01-14 18:15:38,8W8jAztS9njFnUfx,3,3,1,2,2,2,3,3,1
30,6,3,2023-01-14 18:14:44,2023-01-14 18:15:43,BHpjU7JD1dJG3MGz,5,5,5,5,4,5,3,2,4
30,6,1,2023-01-14 18:14:35,2023-01-14 18:15:45,RRUxflhLMNxQiN61,3,3,1,1,3,3,2,2,1
29,6,2,2023-01-14 18:13:04,2023-01-14 18:15:50,SKwjZMm6CV6i5C50,5,3,2,2,4,4,4,4,2
23,6,2,2023-01-14 18:02:15,2023-01-14 18:16:39,QpCJi6BzpJ04vm6o,5,5,5,5,5,1,3,5,4
8,6,1,2023-01-14 18:22:23,2023-01-14 18:24:33,XgGGaXWLUsqPFLx8,5,3,2,2,5,4,4,4,2
10,6,3,2023-01-14 18:23:13,2023-01-14 18:24:43,EMar71AF8PLO30pq,4,1,1,2,4,2,2,2,4
6,6,1,2023-01-14 18:21:07,2023-01-14 18:25:45,uMloBPzbw7BztKSp,5,5,5,5,2,3,4,3,3
11,6,2,2023-01-14 18:24:07,2023-01-14 18:25:46,KRTel6mwBSR7xF1x,5,5,5,5,3,3,3,3,1
13,6,3,2023-01-14 18:25:28,2023-01-14 18:27:15,EZlm3HNH3nNIwQfb,5,4,4,1,5,4,4,1,5
18,6,2,2023-01-14 18:27:24,2023-01-14 18:28:14,DlWxcLil7wrJgdyw,5,3,3,3,5,3,3,3,3
16,6,1,2023-01-14 18:26:36,2023-01-14 18:28:17,KVWDsqqZjH1nY1QR,4,1,2,2,3,1,2,2,1
31,6,2,2023-01-14 18:29:16,2023-01-14 18:30:09,29aG1hBkxamPSrMs,5,5,5,5,4,5,3,3,4
4,6,2,2023-01-14 18:21:04,2023-01-14 18:30:25,eWozRT0hMiaQEvwA,5,3,4,4,5,1,5,2,1
19,6,2,2023-01-14 18:27:30,2023-01-14 18:31:10,A8QY0NDHKzGmkrnp,5,5,1,3,5,4,5,3,1
31,6,3,2023-01-14 18:29:39,2023-01-14 18:31:22,6fTMAzsN9Sci3Tat,5,5,5,4,5,2,1,1,5
22,6,2,2023-01-14 18:31:21,2023-01-14 18:32:25,wmf0FgjhLKaNPU7S,1,1,1,1,2,1,2,3,1
18,6,1,2023-01-14 18:26:53,2023-01-14 18:33:00,jN6Utu14ymAx5XYw,3,3,3,4,2,4,2,3,4
32,6,1,2023-01-14 18:32:15,2023-01-14 18:33:16,4XtXDTfNPlFMHBVN,4,3,4,4,3,4,2,2,4
22,6,1,2023-01-14 18:30:56,2023-01-14 18:33:34,fnBaIbLfGWHl6BP6,4,4,4,1,3,4,4,3,4
31,6,1,2023-01-14 18:28:56,2023-01-14 18:33:45,A8udL78uFn7IKWWs,5,5,4,4,5,4,2,2,2
32,6,2,2023-01-14 18:32:26,2023-01-14 18:34:05,CUAjhiIwGpy2f1dn,3,3,2,3,3,4,3,4,4
33,6,3,2023-01-14 18:35:11,2023-01-14 18:36:15,0P13R1HhT0vJMJ95,5,5,5,5,5,3,2,2,5
33,6,1,2023-01-14 18:34:29,2023-01-14 18:38:12,LuUiCAfsTOWyAW72,5,2,1,1,5,4,4,5,3
34,6,1,2023-01-14 18:36:07,2023-01-14 18:38:51,5uFCYrJxdr9KoQsx,5,2,3,3,5,3,4,5,1
33,6,2,2023-01-14 18:34:51,2023-01-14 18:39:22,7d4kKu9caHdBFvuC,5,5,3,3,5,5,4,4,2
34,6,3,2023-01-14 18:38:16,2023-01-14 18:42:21,SH8eK4t2DRhjZ914,2,5,4,5,2,5,3,4,3
35,6,1,2023-01-14 18:42:29,2023-01-14 18:44:04,D872HaLagmzZdriZ,5,1,1,1,5,1,5,5,5
34,6,2,2023-01-14 18:37:41,2023-01-14 18:45:00,SiBin7erNibQKxhX,3,5,2,4,2,4,1,5,3
35,6,2,2023-01-14 18:43:15,2023-01-14 18:45:53,1QWHLTBsjIZ3kUpC,4,4,4,4,4,4,4,5,2
35,6,3,2023-01-14 18:46:10,2023-01-14 18:48:05,ncCA8qgaLrUNQaAI,5,5,5,5,5,3,3,3,4
36,6,1,2023-01-14 18:53:35,2023-01-14 18:56:08,mDPdmopttS3xXLm2,5,4,5,5,2,3,4,4,4
15,6,2,2023-01-14 18:57:35,2023-01-14 18:58:55,79Bs8JGO8J4WWW2W,4,4,5,5,2,2,1,2,4
36,6,3,2023-01-14 19:06:29,2023-01-14 19:08:17,DFtbX772bqLrjzzl,4,5,4,4,4,5,4,3,4
36,6,2,2023-01-14 19:06:26,2023-01-14 19:10:40,1Pbp3ckX99k5v1Xp,4,4,1,4,4,4,1,5,2
37,6,1,2023-01-14 19:12:07,2023-01-14 19:15:27,uK7W5IXaIUMi9Oo1,5,4,3,1,5,3,2,4,4
37,6,2,2023-01-14 19:15:39,2023-01-14 19:17:16,YQ3CtHLfsD9UK7ct,4,3,1,1,3,2,1,1,1
37,6,3,2023-01-14 19:16:25,2023-01-14 19:19:01,RJ8ASV8b0EsRJaTK,5,5,5,5,3,3,2,2,4
38,6,2,2023-01-14 19:23:02,2023-01-14 19:24:14,vTI6rASSRjHyvozH,3,4,5,4,2,3,3,3,4
38,6,3,2023-01-14 19:23:32,2023-01-14 19:25:46,k8ZQvNGTDqARCZG4,5,3,2,2,5,3,4,4,3
39,6,1,2023-01-14 19:26:15,2023-01-14 19:27:31,lF0AhfriGkV4WdUH,3,5,5,4,5,5,5,4,4
39,6,2,2023-01-14 19:26:20,2023-01-14 19:27:32,i6VwMaAdkBi4CH5N,3,4,3,4,4,4,4,3,3
39,6,3,2023-01-14 19:27:12,2023-01-14 19:28:59,6M5e3vXfjp8mjrKO,1,1,1,1,5,5,5,5,1
40,6,1,2023-01-14 19:30:17,2023-01-14 19:31:01,iQd6dzTvY7Xqx3f5,5,5,5,4,4,5,4,4,5
40,6,2,2023-01-14 19:31:36,2023-01-14 19:33:54,rf4BL0fDRlhBnRWb,4,3,4,3,4,2,1,1,5
40,6,3,2023-01-14 19:33:13,2023-01-14 19:34:29,MVpPtlqozFizUWuS,5,5,4,5,5,4,5,5,5
32,6,3,2023-01-14 19:34:50,2023-01-14 19:37:04,eMaZ7QDsKG2oIm2X,5,3,2,3,5,3,5,5,2
41,6,2,2023-01-14 19:39:02,2023-01-14 19:39:59,cqTYjO7GKVAVaqZk,2,2,2,2,2,3,2,3,2
41,6,1,2023-01-14 19:38:49,2023-01-14 19:40:04,RvYLzuSqpEqRdl2E,3,4,5,4,2,3,3,3,2
41,6,3,2023-01-14 19:40:20,2023-01-14 19:44:01,QTC4l7BtTRCAvbOQ,3,3,4,5,3,3,2,1,5
42,6,1,2023-01-14 19:46:15,2023-01-14 19:49:38,3zVKWbThKPZIzJMC,4,5,5,5,2,1,2,1,4
42,6,3,2023-01-14 19:48:49,2023-01-14 19:50:38,JBxRQz8dtMapg4W5,5,5,4,5,5,5,3,4,5
42,6,2,2023-01-14 19:47:38,2023-01-14 19:50:58,ONVkIbe1g9Es0pFd,5,5,5,5,4,4,3,3,5
38,6,1,2023-01-14 19:52:55,2023-01-14 19:54:29,7WpSTnrDtOUyvzC8,4,4,4,4,4,2,1,1,5
43,6,1,2023-01-14 19:54:41,2023-01-14 19:55:55,70l4uBHGz5YXN9VF,1,1,1,1,1,1,1,1,5
43,6,3,2023-01-14 19:56:00,2023-01-14 19:57:02,2qk6V0THFvoH72q2,5,5,5,5,5,1,1,1,5
43,6,2,2023-01-14 19:55:45,2023-01-14 19:57:32,FTePzALVHIcc02Ul,5,4,5,5,1,1,2,2,4
44,6,2,2023-01-14 19:59:09,2023-01-14 20:00:18,RzR1RcN9SjT2h6Xw,4,3,2,2,4,3,3,2,1
44,6,3,2023-01-14 20:00:30,2023-01-14 20:02:30,kL5QH1K8bQwacF3B,3,5,4,5,2,3,2,3,4
44,6,1,2023-01-14 19:58:32,2023-01-14 20:02:36,fonIogypprlMoa7h,4,4,5,5,4,1,1,1,4
45,6,1,2023-01-14 20:02:35,2023-01-14 20:04:07,CgC4SyWDc8A9bh7A,3,3,3,5,4,3,4,4,3
45,6,2,2023-01-14 20:03:49,2023-01-14 20:04:49,E4yjUZfJyqoxLe8P,5,5,5,5,1,1,1,2,5
45,6,3,2023-01-14 20:03:58,2023-01-14 20:06:52,z32HeOGStUVh5IFd,4,4,4,4,4,4,2,2,4
46,6,1,2023-01-14 20:09:53,2023-01-14 20:10:29,uENL591ZZsPGLfzG,4,4,5,4,2,1,1,2,5
46,6,3,2023-01-14 20:10:29,2023-01-14 20:12:13,ldlcRUBtrrwdbV1w,4,3,5,5,4,3,3,2,4
47,6,2,2023-01-14 20:17:27,2023-01-14 20:19:29,BcDpT0lXwqht9uVF,1,4,5,4,3,5,5,4,2
48,6,1,2023-01-14 20:25:36,2023-01-14 20:26:57,QMGe38y9jSSzuusA,4,3,4,4,3,4,3,3,4
46,6,2,2023-01-16 02:25:37,2023-01-16 02:26:16,VGYKJAVt7mPKQtWe,3,4,5,3,4,3,4,4,3
48,6,2,2023-01-16 02:26:28,2023-01-16 02:28:20,05QWaM0cnsk1VPhG,5,4,5,5,5,2,3,3,5
49,6,1,2023-01-16 02:27:52,2023-01-16 02:28:23,GRj8TsvV3QOaiagi,4,4,5,4,3,3,4,4,3
49,6,2,2023-01-16 02:28:16,2023-01-16 02:29:27,x0xT6d8CMblg66vU,3,4,3,3,4,4,4,4,4
47,6,3,2023-01-16 02:26:04,2023-01-16 02:29:32,VRLcILtoj0ZKKj3G,5,3,3,4,4,4,2,2,4
48,6,3,2023-01-16 02:26:32,2023-01-16 02:30:03,OHYCUpnAd3PF0fY9,1,3,2,2,5,3,4,4,1
49,6,3,2023-01-16 02:28:49,2023-01-16 02:30:04,IsD1Bybk91Gu4mPn,5,5,5,5,4,2,2,3,5
50,6,2,2023-01-16 02:30:07,2023-01-16 02:30:57,TyajDpm9Gb1tMLFJ,3,4,4,5,5,4,5,5,3
50,6,1,2023-01-16 02:30:04,2023-01-16 02:31:00,UvujhYxC1lkcZ50S,3,3,3,3,3,3,3,3,4
50,6,3,2023-01-16 02:30:25,2023-01-16 02:32:08,h4TijNVBguwO5CdT,3,4,3,4,4,3,4,5,3
51,6,1,2023-01-16 02:31:45,2023-01-16 02:32:54,1GyeOaucZPzhTiBB,5,5,5,5,5,4,2,3,3
51,6,3,2023-01-16 02:31:58,2023-01-16 02:33:14,cUbZEfhRQilUPUi2,4,4,5,4,1,2,1,1,2
51,6,2,2023-01-16 02:31:56,2023-01-16 02:33:38,xhN8kzilgcWTtYrp,4,2,4,2,5,2,3,4,4
52,6,1,2023-01-16 02:33:00,2023-01-16 02:33:46,Q7l5XhRRiW07DFHW,3,4,4,3,3,3,5,5,3
52,6,2,2023-01-16 02:33:07,2023-01-16 02:34:00,KKjqkJSld4bxbUBv,4,2,1,1,5,4,4,5,1
53,6,1,2023-01-16 02:35:05,2023-01-16 02:36:03,Au5tXc8xBfup98MU,5,5,5,5,4,5,5,4,4
53,6,3,2023-01-16 02:36:02,2023-01-16 02:37:10,dwRsdpydiz9Gixak,4,3,3,4,4,4,3,3,2
53,6,2,2023-01-16 02:35:22,2023-01-16 02:37:22,mSR0ttK4xjpNFT3U,5,4,5,5,5,4,5,5,5
54,6,1,2023-01-16 02:41:05,2023-01-16 02:45:23,spJHotBguP8YrHpF,4,3,3,4,4,4,5,3,2
54,6,2,2023-01-16 02:44:56,2023-01-16 02:45:55,aJzNMbXndBwBSkEc,5,5,5,5,5,5,5,5,1
54,6,3,2023-01-16 02:44:58,2023-01-16 02:46:07,NxH0nHDOk3SOakDf,5,5,5,5,5,3,1,1,5
55,6,3,2023-01-16 02:47:55,2023-01-16 02:49:01,7yxhpwXn7mQzn2Tz,5,5,4,5,5,4,4,4,5
55,6,2,2023-01-16 02:47:48,2023-01-16 02:49:31,JjnI8QfF42233AOF,1,5,5,5,1,5,1,2,5
56,6,1,2023-01-16 02:54:59,2023-01-16 02:55:31,JvIBEVhZy5W3PvsI,4,4,4,4,3,3,3,3,2
56,6,2,2023-01-16 02:54:42,2023-01-16 02:57:08,vhsuA3GLw2RbmxuG,4,5,5,4,2,2,2,1,4
47,6,1,2023-01-16 02:57:54,2023-01-16 02:59:28,y8ikkZYmTI82NXW3,3,3,2,4,2,2,3,1,2
55,6,1,2023-01-16 03:18:03,2023-01-16 03:19:07,7PGu1qVrRX1q0d6s,5,3,3,3,5,3,2,2,4
56,6,3,2023-01-16 03:18:39,2023-01-16 03:21:00,blOUkDVRJyrEfIin,5,4,4,4,1,1,1,1,5
57,6,1,2023-01-16 03:26:54,2023-01-16 03:28:49,pjo4PX3mut0glC8v,4,4,5,5,2,2,2,1,5
57,6,2,2023-01-16 03:28:10,2023-01-16 03:31:45,yQ49RnbO8i2Qka7X,2,2,2,3,1,4,5,4,3
57,6,3,2023-01-16 03:37:34,2023-01-16 03:39:52,llQQygY4mqkMPTLX,5,4,3,3,5,4,2,4,5
58,6,1,2023-01-16 03:43:09,2023-01-16 03:45:11,Id8xX0WNM8iWwVlB,5,3,4,4,5,3,3,3,4
52,6,3,2023-01-16 03:42:49,2023-01-16 03:46:47,g74ViaFT2xO2zLRT,5,5,4,4,5,1,2,3,3
58,6,2,2023-01-16 03:53:43,2023-01-16 03:54:56,3WPL0sUxnq3J7cvG,5,5,5,5,1,3,1,2,5
58,6,3,2023-01-16 03:56:09,2023-01-16 03:57:02,GVXNfUXQd77SoEsW,3,3,3,3,3,4,4,4,4
59,6,2,2023-01-16 04:10:08,2023-01-16 04:11:10,DEeP2HZ2u048vCTw,5,5,5,5,1,1,1,1,5
59,6,3,2023-01-16 04:15:02,2023-01-16 04:17:32,yqzHqlFH5oRk6dM6,5,5,5,5,1,2,1,1,4
60,6,1,2023-01-16 04:23:04,2023-01-16 04:24:11,P8JGv5F5ZUMfwwTn,5,2,1,1,5,3,5,5,1
60,6,2,2023-01-16 04:30:21,2023-01-16 04:33:42,AgIZ2Ahd3hEVX2CQ,1,2,3,1,5,5,5,5,1
60,6,3,2023-01-16 04:34:15,2023-01-16 04:38:08,Zes28py9XQcQdq78,4,3,3,3,4,5,4,4,4
61,6,1,2023-01-16 05:11:26,2023-01-16 05:14:33,jXXIQvuw1shmxCW9,5,5,5,5,5,2,4,5,4
61,6,3,2023-01-16 05:14:23,2023-01-16 05:15:56,tyemTOhZwxKbETPQ,5,4,4,5,4,1,2,2,4
59,6,1,2023-01-16 05:20:12,2023-01-16 05:22:24,M6IgXWib0pVgh6CX,2,2,3,3,3,4,5,4,4
61,6,2,2023-01-16 05:46:21,2023-01-16 05:47:16,KvyCfPuEC4xkDMHt,4,5,5,4,3,3,2,2,4
62,6,1,2023-01-16 05:54:47,2023-01-16 05:56:20,XfI17ooFkbDtOj3V,5,4,3,3,5,3,2,4,3
62,6,2,2023-01-16 06:07:13,2023-01-16 06:08:41,JYrBRhziDVefk3IM,2,2,2,1,3,2,3,4,2
62,6,3,2023-01-16 06:07:35,2023-01-16 06:09:17,WPVOtdnDl1UfBqAA,1,3,2,4,5,4,4,4,3
63,6,2,2023-01-16 06:32:18,2023-01-16 06:34:25,eKV4owu5HXpMk4Ke,5,1,3,5,5,1,2,5,1
63,6,3,2023-01-16 06:55:19,2023-01-16 06:56:54,SAsXbgBVGuiE6Wjh,5,4,4,2,4,3,2,4,2
63,6,1,2023-01-16 06:58:20,2023-01-16 07:01:24,jPBSERHp9oFvbZGb,4,5,4,4,4,2,2,2,4
64,6,1,2023-01-16 07:08:58,2023-01-16 07:10:47,XC34lT2yNhTWrXlc,5,5,5,5,1,2,1,1,4
64,6,3,2023-01-16 07:23:11,2023-01-16 07:28:06,hwz1c0ISgeqqhy7y,5,5,4,4,5,4,1,2,5
65,6,1,2023-01-16 07:33:21,2023-01-16 07:35:45,sZlC55PxGYSx27hC,5,5,5,5,4,4,3,4,5
65,6,2,2023-01-16 07:56:51,2023-01-16 07:59:43,RRuC0Xova0eq6QVO,4,5,5,5,4,4,3,3,5
65,6,3,2023-01-16 08:13:35,2023-01-16 08:15:40,Ar9cM8zcNb9IV22h,5,5,5,5,3,1,1,1,5
64,6,2,2023-01-16 08:59:26,2023-01-16 09:04:23,Qw5UbgWMH2lucpPs,5,4,2,4,5,3,2,5,1
66,6,1,2023-01-16 10:31:47,2023-01-16 10:32:40,nU5mNbaj3Fg0La65,4,4,4,4,5,5,5,5,5
66,6,3,2023-01-16 10:41:18,2023-01-16 10:42:59,XydWfFUzBWNvC3Uj,4,4,4,4,3,3,3,3,3
66,6,2,2023-01-16 10:40:08,2023-01-16 10:43:18,7tMYtZGwEFSGfzdC,5,5,5,5,4,4,4,5,5
67,6,2,2023-01-16 11:37:09,2023-01-16 11:38:44,19OlZGISZywMSip6,1,1,1,1,3,3,3,3,1
67,6,3,2023-01-16 11:58:20,2023-01-16 12:00:28,AACMDkthKSJYX9ax,3,3,2,2,3,4,3,3,3
67,6,1,2023-01-16 12:13:34,2023-01-16 12:15:14,x8YuNQNxJJt7p1Cm,5,5,5,5,4,3,2,2,5
68,6,1,2023-01-16 12:21:52,2023-01-16 12:23:11,HuNof2NAytFZBzsf,5,5,5,5,5,5,3,4,4
68,6,2,2023-01-16 12:24:27,2023-01-16 12:25:10,ByQKyP5b3YqSk8ZT,2,3,3,3,2,3,3,4,4
68,6,3,2023-01-16 12:24:37,2023-01-16 12:26:38,QrAZJYAdVhUVtz2n,5,5,3,5,3,2,1,3,1
69,6,1,2023-01-16 12:28:06,2023-01-16 12:29:26,mVKeY3zV8CwvEAms,4,5,4,5,1,1,1,1,5
69,6,2,2023-01-16 12:28:37,2023-01-16 12:31:00,y3FW6Q5LfwQZ2bxU,5,5,5,5,5,3,2,2,5
69,6,3,2023-01-16 12:30:26,2023-01-16 12:33:01,IX5TwX9f38DjLN0f,4,2,2,1,5,5,5,4,1
70,6,2,2023-01-16 12:44:59,2023-01-16 12:47:27,8mZBRzIlgh1K3Z6M,5,3,1,1,5,3,5,5,1
