tweetId,strategyId,annotationId,fluency,informativeness,persuasiveness,soundness,hatefulness,hateLabel,consistentHateLabel
30,2,3,4,5,4,5,2,hateful,hateful
31,2,1,1,1,1,1,4,hateful,consistent hateful
31,2,2,3,3,4,4,4,hateful,consistent hateful
31,2,3,1,1,1,1,5,hateful,consistent hateful
32,2,1,3,4,4,4,4,hateful,hateful
32,2,2,2,2,2,2,3,hateful,hateful
32,2,3,5,5,5,5,5,hateful,hateful
33,2,2,1,1,1,1,5,hateful,consistent hateful
33,2,3,5,5,5,5,4,hateful,consistent hateful
33,2,1,5,5,5,5,5,hateful,consistent hateful
34,2,2,3,3,2,4,4,hateful,hateful
34,2,3,5,5,4,4,4,hateful,hateful
34,2,1,1,2,1,1,1,hateful,hateful
35,2,2,5,5,3,5,4,hateful,hateful
35,2,3,4,2,3,3,1,hateful,hateful
35,2,1,5,4,4,5,4,hateful,hateful
36,2,1,5,5,5,5,4,hateful,consistent hateful
36,2,2,5,5,5,5,4,hateful,consistent hateful
36,2,3,4,5,4,5,4,hateful,consistent hateful
37,2,1,3,3,3,3,4,hateful,consistent hateful
37,2,2,3,3,4,4,4,hateful,consistent hateful
37,2,3,4,4,3,3,4,hateful,consistent hateful
38,2,1,3,4,3,4,4,hateful,consistent hateful
38,2,2,3,3,2,3,4,hateful,consistent hateful
38,2,3,3,4,4,3,5,hateful,consistent hateful
39,2,1,3,2,4,3,4,hateful,hateful
39,2,2,5,3,1,1,1,hateful,hateful
39,2,3,4,4,3,2,4,hateful,hateful
40,2,1,4,5,5,5,5,hateful,consistent hateful
40,2,2,2,4,5,5,5,hateful,consistent hateful
40,2,3,4,4,4,5,5,hateful,consistent hateful
41,2,1,5,4,5,4,5,hateful,consistent hateful
41,2,2,2,1,3,1,4,hateful,consistent hateful
41,2,3,2,5,5,5,5,hateful,consistent hateful
42,2,1,5,5,4,5,5,hateful,hateful
42,2,2,3,4,3,2,4,hateful,hateful
42,2,3,3,3,2,2,1,hateful,hateful
43,2,1,1,1,1,1,5,hateful,consistent hateful
43,2,2,5,5,3,4,4,hateful,consistent hateful
43,2,3,5,5,5,5,5,hateful,consistent hateful
44,2,1,4,3,4,4,4,hateful,consistent hateful
44,2,2,5,3,2,3,4,hateful,consistent hateful
44,2,3,5,5,4,4,4,hateful,consistent hateful
45,2,1,5,5,4,5,5,hateful,consistent hateful
45,2,2,5,5,5,5,4,hateful,consistent hateful
45,2,3,5,5,1,2,5,hateful,consistent hateful
46,2,1,5,4,5,5,5,hateful,consistent hateful
46,2,2,4,4,5,3,4,hateful,consistent hateful
46,2,3,4,4,3,5,5,hateful,consistent hateful
47,2,1,5,3,1,1,1,neither,neither
47,2,2,4,4,4,3,4,neither,neither
47,2,3,2,2,1,1,3,neither,neither
48,2,1,5,5,5,5,5,hateful,consistent hateful
48,2,2,5,5,4,5,4,hateful,consistent hateful
48,2,3,5,5,5,5,5,hateful,consistent hateful
49,2,1,4,4,3,3,2,neither,neither
49,2,2,5,5,4,5,4,neither,neither
49,2,3,4,4,2,2,3,neither,neither
50,2,1,2,2,1,2,4,hateful,consistent hateful
50,2,2,4,3,4,4,5,hateful,consistent hateful
50,2,3,5,4,4,4,5,hateful,consistent hateful
51,2,1,2,3,3,3,1,hateful,hateful
51,2,2,5,4,5,4,4,hateful,hateful
51,2,3,5,5,5,5,5,hateful,hateful
52,2,1,5,5,5,5,5,hateful,consistent hateful
52,2,2,5,5,4,4,5,hateful,consistent hateful
52,2,3,5,5,5,5,5,hateful,consistent hateful
53,2,1,5,5,4,5,5,hateful,hateful
53,2,2,1,1,1,1,1,hateful,hateful
53,2,3,4,4,4,4,4,hateful,hateful
54,2,1,3,1,2,2,5,hateful,consistent hateful
54,2,2,1,1,1,1,5,hateful,consistent hateful
54,2,3,4,4,5,5,5,hateful,consistent hateful
55,2,1,3,2,3,1,4,hateful,consistent hateful
55,2,2,5,4,4,4,5,hateful,consistent hateful
55,2,3,5,5,5,5,5,hateful,consistent hateful
56,2,1,4,4,4,4,4,hateful,consistent hateful
56,2,2,4,5,4,5,5,hateful,consistent hateful
56,2,3,5,4,5,5,5,hateful,consistent hateful
57,2,1,5,5,5,5,5,hateful,consistent hateful
57,2,2,5,5,5,5,5,hateful,consistent hateful
57,2,3,1,1,1,1,5,hateful,consistent hateful
58,2,2,5,5,5,5,5,hateful,consistent hateful
58,2,1,3,5,4,5,5,hateful,consistent hateful
58,2,3,5,2,2,2,5,hateful,consistent hateful
59,2,1,4,5,2,3,5,hateful,consistent hateful
59,2,2,5,5,5,5,5,hateful,consistent hateful
59,2,3,5,3,4,5,5,hateful,consistent hateful
60,2,1,5,5,3,2,5,hateful,consistent hateful
60,2,2,5,5,5,5,5,hateful,consistent hateful
60,2,3,3,4,1,2,5,hateful,consistent hateful
61,2,1,3,2,3,4,2,non-hateful,consistent non-hateful
61,2,2,4,4,1,3,1,non-hateful,consistent non-hateful
61,2,3,3,2,1,2,1,non-hateful,consistent non-hateful
62,2,1,4,4,5,4,4,hateful,hateful
62,2,2,4,5,4,4,4,hateful,hateful
62,2,3,4,3,2,1,1,hateful,hateful
63,2,1,4,4,5,4,5,hateful,hateful
63,2,2,3,5,4,5,2,hateful,hateful
63,2,3,5,5,5,5,5,hateful,hateful
64,2,1,1,2,2,2,1,non-hateful,non-hateful
64,2,2,1,1,2,1,1,non-hateful,non-hateful
64,2,3,3,3,3,3,3,non-hateful,non-hateful
65,2,1,4,5,1,5,4,hateful,hateful
65,2,2,4,4,5,5,5,hateful,hateful
65,2,3,3,3,2,4,2,hateful,hateful
66,2,2,3,3,4,2,2,neither,neither
66,2,1,3,4,3,4,3,neither,neither
66,2,3,4,4,4,4,5,neither,neither
67,2,1,3,3,4,1,5,hateful,consistent hateful
67,2,2,5,5,5,5,5,hateful,consistent hateful
67,2,3,2,1,1,1,5,hateful,consistent hateful
68,2,1,4,5,4,5,5,hateful,hateful
68,2,2,2,2,1,2,2,hateful,hateful
68,2,3,4,4,3,4,4,hateful,hateful
69,2,1,5,5,5,5,5,hateful,consistent hateful
69,2,3,5,2,5,5,5,hateful,consistent hateful
69,2,2,5,5,5,5,5,hateful,consistent hateful
70,2,1,5,5,4,4,5,hateful,hateful
70,2,3,4,4,5,4,1,hateful,hateful
70,2,2,4,4,4,5,5,hateful,hateful
71,2,3,3,3,4,4,5,hateful,consistent hateful
71,2,2,5,4,4,5,5,hateful,consistent hateful
71,2,1,5,4,5,5,5,hateful,consistent hateful
72,2,2,5,5,5,5,5,hateful,consistent hateful
72,2,1,5,5,5,5,4,hateful,consistent hateful
72,2,3,4,4,3,4,5,hateful,consistent hateful
73,2,2,4,4,3,4,4,hateful,consistent hateful
73,2,1,4,4,4,4,4,hateful,consistent hateful
73,2,3,4,5,5,5,4,hateful,consistent hateful
74,2,1,4,5,2,3,3,hateful,hateful
74,2,3,5,4,3,4,5,hateful,hateful
74,2,2,2,1,1,1,5,hateful,hateful
75,2,3,3,3,3,4,4,hateful,hateful
75,2,2,4,4,3,3,3,hateful,hateful
75,2,1,5,4,5,4,4,hateful,hateful
76,2,1,3,2,3,2,4,neither,neither
76,2,2,5,4,4,4,3,neither,neither
76,2,3,4,4,5,4,3,neither,neither
77,2,2,5,5,5,5,5,hateful,hateful
77,2,1,4,5,3,4,3,hateful,hateful
77,2,3,3,2,4,4,5,hateful,hateful
78,2,3,5,4,5,5,4,hateful,consistent hateful
78,2,1,4,5,5,5,5,hateful,consistent hateful
78,2,2,2,3,4,3,4,hateful,consistent hateful
79,2,3,5,5,4,3,5,hateful,hateful
79,2,2,4,3,4,4,3,hateful,hateful
79,2,1,5,4,4,3,5,hateful,hateful
80,2,1,3,4,3,5,3,neither,neither
80,2,2,5,1,1,1,5,neither,neither
80,2,3,2,3,3,2,2,neither,neither
81,2,1,5,4,4,4,4,hateful,consistent hateful
81,2,2,2,2,1,1,5,hateful,consistent hateful
81,2,3,5,4,5,5,5,hateful,consistent hateful
82,2,1,4,4,4,4,3,hateful,hateful
82,2,2,3,4,5,4,4,hateful,hateful
82,2,3,5,3,5,5,5,hateful,hateful
83,2,1,5,4,5,5,5,hateful,consistent hateful
83,2,2,4,4,3,5,4,hateful,consistent hateful
83,2,3,5,5,5,5,5,hateful,consistent hateful
84,2,1,3,1,1,1,5,hateful,hateful
84,2,3,2,3,3,3,3,hateful,hateful
84,2,2,4,4,3,4,4,hateful,hateful
85,2,1,4,2,4,3,1,non-hateful,non-hateful
85,2,2,4,3,1,5,1,non-hateful,non-hateful
85,2,3,2,3,1,1,5,non-hateful,non-hateful
86,2,3,4,4,3,4,4,hateful,hateful
86,2,2,4,3,4,3,3,hateful,hateful
86,2,1,2,3,4,3,4,hateful,hateful
87,2,1,5,5,4,5,5,hateful,consistent hateful
87,2,3,3,4,4,4,4,hateful,consistent hateful
87,2,2,2,2,2,1,5,hateful,consistent hateful
88,2,3,5,5,5,5,5,hateful,hateful
88,2,1,3,4,4,3,3,hateful,hateful
88,2,2,4,4,3,4,4,hateful,hateful
89,2,3,5,5,5,5,5,hateful,hateful
89,2,1,3,3,3,4,5,hateful,hateful
89,2,2,3,4,3,4,3,hateful,hateful
90,2,1,4,2,2,3,2,non-hateful,non-hateful
90,2,2,2,3,3,2,2,non-hateful,non-hateful
90,2,3,4,3,4,3,4,non-hateful,non-hateful
91,2,2,3,4,4,3,3,neither,neither
91,2,1,4,5,4,5,4,neither,neither
91,2,3,3,3,4,3,3,neither,neither
92,2,1,4,4,3,5,3,neither,neither
92,2,2,2,4,3,3,3,neither,neither
92,2,3,5,5,5,5,5,neither,neither
93,2,3,4,4,5,4,5,hateful,hateful
93,2,1,4,4,4,4,3,hateful,hateful
93,2,2,4,5,4,5,5,hateful,hateful
94,2,1,3,4,3,4,4,neither,neither
94,2,2,4,3,2,3,2,neither,neither
94,2,3,4,3,3,4,3,neither,neither
95,2,1,1,1,1,1,3,neither,neither
95,2,2,4,4,4,4,4,neither,neither
95,2,3,3,4,3,3,3,neither,neither
96,2,2,4,3,4,3,3,neither,consistent neither
96,2,3,4,3,3,3,3,neither,consistent neither
96,2,1,4,4,5,4,3,neither,consistent neither
97,2,2,5,5,5,5,5,hateful,hateful
97,2,1,4,4,4,4,4,hateful,hateful
97,2,3,4,4,4,4,1,hateful,hateful
98,2,1,4,4,4,4,4,hateful,hateful
98,2,3,4,5,3,4,3,hateful,hateful
98,2,2,5,5,4,4,5,hateful,hateful
99,2,1,4,5,4,3,4,hateful,hateful
99,2,3,5,5,5,5,5,hateful,hateful
99,2,2,4,5,3,4,3,hateful,hateful
100,2,1,3,3,3,3,4,hateful,consistent hateful
100,2,2,5,3,4,2,5,hateful,consistent hateful
100,2,3,5,5,5,4,4,hateful,consistent hateful
