tweetId,strategyId,annotationId,startTime,end_time,surveyCode,fluency,informativeness,persuasiveness,soundness,fluency2,informativeness2,persuasiveness2,soundness2,hatefulness
12,4,1,2023-01-13 02:22:00,2023-01-13 02:23:51,c8ZCfDMEUGmJaE3j,4,4,2,2,0,0,0,0,3
11,4,2,2023-01-13 02:21:26,2023-01-13 02:23:53,O1UE5zlgz0uTuRjv,5,4,4,4,0,0,0,0,5
12,4,3,2023-01-13 02:22:20,2023-01-13 02:24:29,kjnLUueR4FVf3GNP,4,5,4,5,0,0,0,0,3
14,4,1,2023-01-13 02:23:28,2023-01-13 02:24:30,mF2DBdwuqM7KiySR,5,5,5,5,0,0,0,0,4
15,4,2,2023-01-13 02:23:40,2023-01-13 02:25:00,HJKB6QM1vZKQtpWA,5,5,5,5,0,0,0,0,3
16,4,2,2023-01-13 02:24:38,2023-01-13 02:25:02,ZxPEwkjLAa2XWBHL,4,5,5,4,0,0,0,0,2
1,4,3,2023-01-13 02:17:21,2023-01-13 02:25:26,ynlK0zRjifpmACDh,3,2,1,1,0,0,0,0,2
16,4,1,2023-01-13 02:24:27,2023-01-13 02:26:40,hbhY7OVHgorH3C9E,5,5,4,5,0,0,0,0,1
16,4,3,2023-01-13 02:24:39,2023-01-13 02:26:45,nNIGDfPiBWnk2j0l,3,3,3,3,0,0,0,0,3
18,4,1,2023-01-13 02:26:16,2023-01-13 02:26:50,f2vz07MjjDo9wGNr,3,3,4,3,0,0,0,0,3
17,4,1,2023-01-13 02:24:53,2023-01-13 02:26:51,2ZyOjsSgnABqJbWU,5,3,1,1,0,0,0,0,1
15,4,3,2023-01-13 02:23:44,2023-01-13 02:26:52,1xFEQix9WbEjfnH2,3,3,4,2,0,0,0,0,1
17,4,3,2023-01-13 02:25:41,2023-01-13 02:27:22,GBwhAeOCxGwyDxNO,3,5,3,2,0,0,0,0,1
17,4,2,2023-01-13 02:25:20,2023-01-13 02:27:27,zPoMYablKqI0HEx5,4,3,4,3,0,0,0,0,5
13,4,3,2023-01-13 02:23:10,2023-01-13 02:27:31,i5h9JgKpd0zX7LKb,5,5,5,5,0,0,0,0,1
14,4,3,2023-01-13 02:23:33,2023-01-13 02:27:32,9q0zj9glug1mi38q,5,5,4,1,0,0,0,0,1
18,4,2,2023-01-13 02:26:16,2023-01-13 02:27:44,edMMYbWhInImgcxn,5,5,5,5,0,0,0,0,5
18,4,3,2023-01-13 02:26:31,2023-01-13 02:28:29,VhD4WT73tweSxS6c,2,2,2,1,0,0,0,0,4
20,4,3,2023-01-13 02:28:18,2023-01-13 02:28:41,RC68UAHWDFTUuyvq,2,2,4,5,0,0,0,0,2
19,4,3,2023-01-13 02:27:54,2023-01-13 02:29:09,ltkMKD6PPGIu4f0d,4,3,3,2,0,0,0,0,4
21,4,1,2023-01-13 02:28:45,2023-01-13 02:29:21,OtCG8QaLuYgKtzf5,3,4,3,3,0,0,0,0,3
20,4,2,2023-01-13 02:28:17,2023-01-13 02:29:39,o3gqvCEpyMCWAicL,5,3,1,1,0,0,0,0,1
20,4,1,2023-01-13 02:28:15,2023-01-13 02:29:40,v1hwdk4l2p9LOolG,5,4,4,4,0,0,0,0,1
21,4,2,2023-01-13 02:28:52,2023-01-13 02:29:56,Ls7XshhSVINwdexI,4,3,2,4,0,0,0,0,2
21,4,3,2023-01-13 02:29:10,2023-01-13 02:30:04,1EfXy4uKKxF2ilCM,2,2,3,3,0,0,0,0,2
19,4,2,2023-01-13 02:27:51,2023-01-13 02:30:05,J7p2GWfxuDg1ZySG,3,3,3,4,0,0,0,0,4
14,4,2,2023-01-13 02:23:29,2023-01-13 02:30:47,wJ5xTrMxc7gTY0hR,3,4,3,3,0,0,0,0,3
23,4,1,2023-01-13 02:30:11,2023-01-13 02:30:49,HbN9qfQhLsSnVRdi,4,4,3,4,0,0,0,0,2
23,4,3,2023-01-13 02:30:39,2023-01-13 02:30:56,86SzYDKL3FnxcTAe,2,4,4,3,0,0,0,0,4
23,4,2,2023-01-13 02:30:12,2023-01-13 02:31:23,9Z1ZXlqvRJVys4wn,5,5,4,5,0,0,0,0,4
22,4,2,2023-01-13 02:29:31,2023-01-13 02:31:56,ErkqJ6R3Wiiysv0B,4,4,4,4,0,0,0,0,5
22,4,1,2023-01-13 02:29:25,2023-01-13 02:32:11,gCP09MogJKUKgmQN,5,5,4,5,0,0,0,0,2
24,4,2,2023-01-13 02:31:15,2023-01-13 02:32:13,osVEij9wwvktaXK0,3,4,4,2,0,0,0,0,4
24,4,1,2023-01-13 02:31:12,2023-01-13 02:32:33,CycKNkYCGu4ZHStm,2,3,1,1,0,0,0,0,1
25,4,2,2023-01-13 02:32:14,2023-01-13 02:32:40,KCYPs1GEcsiG80hn,3,3,3,4,0,0,0,0,1
24,4,3,2023-01-13 02:31:19,2023-01-13 02:32:51,o0ESoFb4gEuxi5j3,4,4,3,4,0,0,0,0,4
19,4,1,2023-01-13 02:27:46,2023-01-13 02:33:09,EvlBH12zua6Orp6y,3,3,4,4,0,0,0,0,3
25,4,3,2023-01-13 02:32:16,2023-01-13 02:33:48,JTduLmawDKrgvbeL,5,4,1,1,0,0,0,0,1
27,4,3,2023-01-13 02:33:30,2023-01-13 02:33:54,2Kv7fGmfF4cowsRT,3,3,4,2,0,0,0,0,3
26,4,2,2023-01-13 02:32:40,2023-01-13 02:33:59,KQKyz4417RxFllUW,4,5,4,5,0,0,0,0,4
26,4,3,2023-01-13 02:32:41,2023-01-13 02:34:23,gxXHkHca6x2L7Iev,2,2,1,2,0,0,0,0,1
5,4,2,2023-01-13 02:34:00,2023-01-13 02:34:48,x8RlQotMH5R04xfX,5,5,5,5,0,0,0,0,5
28,4,2,2023-01-13 02:34:28,2023-01-13 02:34:56,ytm4dGUWstDE7YyK,4,4,4,4,0,0,0,0,3
27,4,1,2023-01-13 02:33:27,2023-01-13 02:35:09,JhblSd3ivNl5fWx3,3,2,1,1,0,0,0,0,1
6,4,3,2023-01-13 02:34:18,2023-01-13 02:35:17,h8pen4M0bKJbFvbg,5,5,4,2,0,0,0,0,2
27,4,2,2023-01-13 02:33:31,2023-01-13 02:35:27,H55ojLaGGWAEuo9d,2,2,1,1,0,0,0,0,5
3,4,3,2023-01-13 02:33:47,2023-01-13 02:35:38,eRghsGdFnd6OIM5B,4,5,5,5,0,0,0,0,5
8,4,3,2023-01-13 02:35:15,2023-01-13 02:35:44,rShL1aSpWU3dvztF,3,3,2,3,0,0,0,0,4
29,4,2,2023-01-13 02:35:09,2023-01-13 02:35:47,HYj3l4ZgIuD0eYSE,3,3,2,2,0,0,0,0,3
9,4,2,2023-01-13 02:35:39,2023-01-13 02:36:15,N0jSybazfgGB0Q8J,4,4,4,4,0,0,0,0,3
25,4,1,2023-01-13 02:32:04,2023-01-13 02:36:57,1QS2cScHgMW6LvxH,3,4,3,5,0,0,0,0,1
29,4,1,2023-01-13 02:35:07,2023-01-13 02:37:00,bpdeGaYNxcw6BYz0,2,3,4,4,0,0,0,0,4
12,4,2,2023-01-13 02:22:12,2023-01-13 02:37:37,QPS2CRu5TBAlEwRK,5,4,2,4,0,0,0,0,1
29,4,3,2023-01-13 02:36:15,2023-01-13 02:38:26,DySH8r6h3g0iiwj7,5,1,4,4,0,0,0,0,5
3,4,2,2023-01-13 02:35:51,2023-01-13 02:38:28,NlE5RKXbssfCUR35,4,4,3,4,0,0,0,0,4
30,4,3,2023-01-13 02:37:26,2023-01-13 02:39:02,msElk8Sk0Dx13tYg,3,4,2,3,0,0,0,0,4
31,4,1,2023-01-13 02:38:33,2023-01-13 02:39:11,NwlI8x2nq7DC8CAd,1,1,1,1,0,0,0,0,3
15,4,1,2023-01-13 02:38:59,2023-01-13 02:40:01,jFNoQDB0JJPpbwcE,5,5,5,5,0,0,0,0,5
30,4,1,2023-01-13 02:37:11,2023-01-13 02:40:02,5byh22GPwOKFh53x,3,4,4,3,0,0,0,0,4
31,4,2,2023-01-13 02:39:05,2023-01-13 02:40:25,tk8qaW8NfapVs9il,5,5,5,4,0,0,0,0,3
30,4,2,2023-01-13 02:37:14,2023-01-13 02:40:41,QulRlikLdGCsP0Tk,4,4,5,5,0,0,0,0,4
13,4,2,2023-01-13 02:38:31,2023-01-13 02:40:49,v1TlflTWy2sLh6uw,3,4,4,5,0,0,0,0,5
31,4,3,2023-01-13 02:39:14,2023-01-13 02:40:57,A3cE89eAPjOpEmhw,5,3,3,4,0,0,0,0,4
32,4,1,2023-01-13 02:41:05,2023-01-13 02:41:49,Aww3ZOE1ymnn2YOq,5,3,3,3,0,0,0,0,5
32,4,2,2023-01-13 02:41:08,2023-01-13 02:41:56,xcuGTGlviukCEFW1,4,4,5,4,0,0,0,0,4
32,4,3,2023-01-13 02:41:19,2023-01-13 02:42:05,1pwH4XZTmoQ3JXHM,2,3,3,3,0,0,0,0,3
8,4,2,2023-01-13 02:39:26,2023-01-13 02:43:13,nX2XHTbSBtgAD03B,3,3,1,1,0,0,0,0,3
33,4,2,2023-01-13 02:43:19,2023-01-13 02:43:56,SL2npZQhtWWdiHRP,4,5,3,4,0,0,0,0,2
34,4,1,2023-01-13 02:44:05,2023-01-13 02:44:44,fVm2OLCj5yY522n1,3,4,4,4,0,0,0,0,4
34,4,2,2023-01-13 02:44:11,2023-01-13 02:45:10,Wi7eWZFu8JUpSCok,4,3,3,4,0,0,0,0,4
34,4,3,2023-01-13 02:44:13,2023-01-13 02:45:18,KK9KhdjJxSEDxxld,5,5,5,5,0,0,0,0,5
35,4,1,2023-01-13 02:44:55,2023-01-13 02:45:19,gzCglH8BDpOkUTyF,5,4,4,4,0,0,0,0,4
35,4,2,2023-01-13 02:45:06,2023-01-13 02:45:33,Tl2LC4jbx569zu5a,4,3,5,4,0,0,0,0,3
22,4,3,2023-01-13 02:29:32,2023-01-13 02:46:20,ExIEq0LBu2b5ifjb,5,5,5,3,0,0,0,0,1
36,4,1,2023-01-13 02:45:32,2023-01-13 02:46:35,jEejoSRJmyWTCdDK,4,4,3,4,0,0,0,0,4
36,4,2,2023-01-13 02:46:20,2023-01-13 02:46:51,fzbKUkLrkOhCnVAj,5,5,4,4,0,0,0,0,4
37,4,1,2023-01-13 02:46:29,2023-01-13 02:47:27,fkCYWCyiLRKqD0YY,4,4,4,4,0,0,0,0,4
28,4,1,2023-01-13 02:34:00,2023-01-13 02:47:46,nPHBO75Woqv8etRD,4,5,3,4,0,0,0,0,5
37,4,3,2023-01-13 02:47:10,2023-01-13 02:47:53,4lSXNB1WVfLtj9iq,5,4,3,3,0,0,0,0,1
36,4,3,2023-01-13 02:46:05,2023-01-13 02:48:11,yoZ6qgMG34P4X21x,5,4,3,4,0,0,0,0,3
37,4,2,2023-01-13 02:46:42,2023-01-13 02:48:12,O1aeCYD65SNUIesl,5,3,4,3,0,0,0,0,3
26,4,1,2023-01-13 02:47:54,2023-01-13 02:48:22,RUdHcdst9FdXtQHr,5,4,3,4,0,0,0,0,2
39,4,2,2023-01-13 02:48:55,2023-01-13 02:49:34,rrEKgpFquWDOSanj,3,3,3,3,0,0,0,0,3
38,4,3,2023-01-13 02:48:07,2023-01-13 02:50:17,V8aKnxW0dNgzghAH,3,4,4,4,0,0,0,0,4
28,4,3,2023-01-13 02:49:59,2023-01-13 02:51:23,oDD6iWDLERk8Uof5,4,5,5,5,0,0,0,0,5
39,4,3,2023-01-13 02:50:27,2023-01-13 02:52:02,hvmY0HoXheCXaIZg,2,1,2,2,0,0,0,0,4
39,4,1,2023-01-13 02:48:55,2023-01-13 02:53:16,CvEpq19sdz3gHFKW,4,1,3,4,0,0,0,0,1
40,4,1,2023-01-13 02:52:25,2023-01-13 02:53:17,7inHtOQnjW40ndXa,4,1,1,4,0,0,0,0,1
40,4,3,2023-01-13 02:53:17,2023-01-13 02:54:29,oaTBC2elUK3PTcvR,1,1,1,1,0,0,0,0,4
41,4,2,2023-01-13 02:54:26,2023-01-13 02:54:51,88c6TFponXnV9If6,3,5,4,4,0,0,0,0,5
41,4,3,2023-01-13 02:54:33,2023-01-13 02:55:04,j7YVqq4cU2CpcHGA,4,1,1,1,0,0,0,0,4
41,4,1,2023-01-13 02:53:44,2023-01-13 02:56:16,GSLQl5DieVGazT0i,4,2,1,3,0,0,0,0,1
42,4,2,2023-01-13 02:56:16,2023-01-13 02:57:45,ko6K9oiq3aJExYDS,5,1,4,5,0,0,0,0,4
42,4,1,2023-01-13 02:56:10,2023-01-13 02:57:47,yV3vUAFgzXOsh0D4,4,4,4,3,0,0,0,0,4
40,4,2,2023-01-13 02:53:10,2023-01-13 02:58:36,72XQdjE804GaG6MR,3,4,4,5,0,0,0,0,4
43,4,2,2023-01-13 02:58:02,2023-01-13 02:59:15,Du1PldONFeGqexIS,5,5,5,5,0,0,0,0,4
42,4,3,2023-01-13 02:56:59,2023-01-13 02:59:58,FP4gRYpzqMoyEtuA,5,5,5,5,0,0,0,0,5
43,4,1,2023-01-13 02:57:44,2023-01-13 03:01:07,SCKkKupcgWOvjRdg,5,4,4,5,0,0,0,0,5
38,4,2,2023-01-13 02:48:01,2023-01-13 03:01:17,JCaoWabUrVhbk89K,4,4,4,2,0,0,0,0,1
35,4,3,2023-01-13 03:01:30,2023-01-13 03:02:10,8seWAmXs9A2HSzuO,2,4,4,4,0,0,0,0,4
33,4,3,2023-01-13 03:00:15,2023-01-13 03:02:20,q8spRdLvUZBUzy5G,2,3,2,2,0,0,0,0,4
43,4,3,2023-01-13 02:58:09,2023-01-13 03:02:50,FlsJ44Gywgckz5mz,3,4,3,4,0,0,0,0,3
44,4,1,2023-01-13 03:02:16,2023-01-13 03:03:08,iBc8S8VgDVezf9FH,4,5,4,4,0,0,0,0,4
38,4,1,2023-01-13 03:03:11,2023-01-13 03:03:38,4A0s87MtLGaWGUxc,4,4,3,5,0,0,0,0,5
44,4,3,2023-01-13 03:03:38,2023-01-13 03:03:55,O7MdFsXOaRWKE1JM,4,2,3,3,0,0,0,0,4
45,4,3,2023-01-13 03:06:02,2023-01-13 03:06:37,Rqx7HliveX2HzTzo,3,4,3,5,0,0,0,0,3
45,4,2,2023-01-13 03:05:56,2023-01-13 03:07:06,AsuvCUAXKJA2aUIR,4,5,4,5,0,0,0,0,4
46,4,2,2023-01-13 03:07:46,2023-01-13 03:09:06,T9Zvpz8kcaVs1RQx,4,3,3,2,0,0,0,0,4
46,4,1,2023-01-13 03:06:41,2023-01-13 03:09:55,qFdJ7T3bVlho6SAk,5,5,4,5,0,0,0,0,2
47,4,1,2023-01-13 03:10:47,2023-01-13 03:12:12,h78Zf7iKxjnrbzsa,3,5,3,5,0,0,0,0,3
33,4,1,2023-01-13 03:14:58,2023-01-13 03:16:42,oQpdlBX6ANiwUSNz,2,3,3,3,0,0,0,0,4
48,4,2,2023-01-13 03:16:56,2023-01-13 03:17:33,CV1pjkDbYQsNrgMG,5,5,4,5,0,0,0,0,5
46,4,3,2023-01-13 03:08:15,2023-01-13 03:17:44,65W2Bdt0JP0DZXNP,3,3,4,4,0,0,0,0,4
48,4,1,2023-01-13 03:16:47,2023-01-13 03:17:50,9IbaNutOj2aRKCGw,4,4,4,4,0,0,0,0,5
48,4,3,2023-01-13 03:17:01,2023-01-13 03:19:13,isFIqNx0YgHpNFqa,3,3,3,3,0,0,0,0,4
49,4,2,2023-01-13 03:18:31,2023-01-13 03:19:28,grxtItnn0jrCb8uf,5,5,5,5,0,0,0,0,4
45,4,1,2023-01-13 03:41:25,2023-01-13 03:42:26,sq9H61QvUSXlul49,3,4,2,3,0,0,0,0,5
47,4,2,2023-01-13 03:43:05,2023-01-13 03:44:27,hVpfhEIWkwgkBt33,2,2,2,3,0,0,0,0,4
47,4,3,2023-01-13 03:43:33,2023-01-13 03:44:51,ffA3DPqSbPhqBXXJ,2,1,1,2,0,0,0,0,5
49,4,1,2023-01-13 03:44:03,2023-01-13 03:45:18,wR9fQCtZN49WdS4e,2,3,3,3,0,0,0,0,3
51,4,1,2023-01-13 03:47:37,2023-01-13 03:48:18,0bzPuf0C836eglW0,3,3,2,2,0,0,0,0,4
51,4,2,2023-01-13 03:47:42,2023-01-13 03:48:27,bRR3FH5db2E8S8fa,4,4,4,4,0,0,0,0,4
51,4,3,2023-01-13 03:49:04,2023-01-13 03:49:45,ryGJ4nsjKqDR5FnK,4,4,4,4,0,0,0,0,5
44,4,2,2023-01-13 03:58:55,2023-01-13 04:01:15,G3sh0NPfj43UX6Id,4,5,3,4,0,0,0,0,4
49,4,3,2023-01-13 03:59:02,2023-01-13 04:01:38,LZlGXcllRp7XS588,4,4,4,4,0,0,0,0,4
50,4,1,2023-01-13 04:01:12,2023-01-13 04:02:25,FJrfFKhLELFosDye,4,5,5,5,0,0,0,0,5
50,4,2,2023-01-13 04:01:22,2023-01-13 04:02:26,UYiOLBu6jndRjAlv,5,3,5,5,0,0,0,0,5
50,4,3,2023-01-13 04:01:22,2023-01-13 04:05:05,DlVV1M4DvJ8GkUNm,1,1,2,3,0,0,0,0,5
52,4,2,2023-01-13 04:16:25,2023-01-13 04:16:52,HwNUx9JQn1G9dfuy,4,3,4,4,0,0,0,0,2
52,4,3,2023-01-13 04:16:57,2023-01-13 04:17:13,E3EaM7sPuMipjMU6,5,4,4,3,0,0,0,0,4
53,4,2,2023-01-13 04:29:32,2023-01-13 04:30:22,0ts0mVRcyvRxwJoP,4,5,5,5,0,0,0,0,4
52,4,1,2023-01-13 05:01:22,2023-01-13 05:03:37,xIA6Nu2uPgzDcLsK,3,4,3,5,0,0,0,0,4
53,4,1,2023-01-13 05:09:12,2023-01-13 05:11:37,1njPBMlENjR1IiGX,5,4,4,4,0,0,0,0,5
53,4,3,2023-01-13 05:09:43,2023-01-13 05:12:23,d8mE4ECV1Kg0d0Hb,3,3,3,4,0,0,0,0,4
54,4,2,2023-01-13 05:12:32,2023-01-13 05:14:17,pwSCRjvYOaeFLX9V,3,2,2,3,0,0,0,0,4
54,4,3,2023-01-13 05:14:12,2023-01-13 05:15:13,SMJ7ymP5D4FUeUKC,5,4,5,5,0,0,0,0,5
54,4,1,2023-01-13 05:12:18,2023-01-13 05:16:04,HPGHrUA6lYWIu3Jd,3,4,4,4,0,0,0,0,5
55,4,1,2023-01-13 05:27:21,2023-01-13 05:28:18,ICgCuBca6pzLSg1G,5,3,2,2,0,0,0,0,5
55,4,2,2023-01-13 05:27:24,2023-01-13 05:28:22,aDLPKoODIOvEivze,2,2,1,1,0,0,0,0,3
55,4,3,2023-01-13 05:48:49,2023-01-13 05:49:15,Z9ZUaMI0Tfi6Z6Ba,4,4,3,4,0,0,0,0,4
56,4,1,2023-01-13 10:20:50,2023-01-13 10:22:41,wtBcINt5TUZiSCXE,4,5,4,5,0,0,0,0,5
56,4,2,2023-01-13 10:35:41,2023-01-13 10:38:53,P0VIaUzuzuEjMrOJ,5,4,4,3,0,0,0,0,4
56,4,3,2023-01-13 11:05:06,2023-01-13 11:06:17,vQDrvbZYY0YaBHmC,4,4,4,4,0,0,0,0,4
57,4,2,2023-01-13 11:44:13,2023-01-13 11:45:38,99gJpGdST8YVtIQL,4,4,4,4,0,0,0,0,5
57,4,1,2023-01-13 11:43:24,2023-01-13 11:46:35,zKWKssvdc4g5H5N9,5,5,4,4,0,0,0,0,5
57,4,3,2023-01-13 11:44:15,2023-01-13 11:46:56,k2DTaxSumZgDDJAU,1,1,1,1,0,0,0,0,5
58,4,1,2023-01-13 11:55:17,2023-01-13 11:57:05,BruYDI5Iwggx9Ew6,5,5,4,5,0,0,0,0,4
59,4,2,2023-01-13 12:08:46,2023-01-13 12:09:35,obro9jmWEBxZAPhF,5,5,5,5,0,0,0,0,4
59,4,1,2023-01-13 12:08:38,2023-01-13 12:10:41,DEJDkp6zLJtMToE3,1,1,1,1,0,0,0,0,5
58,4,2,2023-01-13 13:05:44,2023-01-13 13:06:15,k6fgAvQkznzwcC93,3,2,2,3,0,0,0,0,3
60,4,2,2023-01-13 13:08:55,2023-01-13 13:09:37,JE5J2fB419J6ymu5,2,3,2,3,0,0,0,0,2
60,4,1,2023-01-13 13:08:47,2023-01-13 13:09:48,1sPNgLJk6HfRb7mt,4,4,4,4,0,0,0,0,5
61,4,1,2023-01-13 13:16:32,2023-01-13 13:17:14,tMrMB1FEVkguCaRt,2,1,1,1,0,0,0,0,5
61,4,2,2023-01-13 13:16:42,2023-01-13 13:18:10,TALQZTpPe4zYLa3q,4,5,3,4,0,0,0,0,5
61,4,3,2023-01-13 13:16:57,2023-01-13 13:19:09,luBHGGgOaB55N2TQ,2,1,1,1,0,0,0,0,5
58,4,3,2023-01-13 13:21:32,2023-01-13 13:22:54,3umEFAHthynLNEUY,4,5,4,4,0,0,0,0,4
59,4,3,2023-01-13 13:26:47,2023-01-13 13:29:03,HWTrkosbR7lmi6oa,5,5,5,5,0,0,0,0,5
60,4,3,2023-01-13 13:31:25,2023-01-13 13:32:21,uuGNz9aGNeoLh6Tf,5,4,4,5,0,0,0,0,4
62,4,1,2023-01-13 13:37:35,2023-01-13 13:39:20,Drd6KmEyJkk4KuRn,5,5,5,5,0,0,0,0,5
63,4,1,2023-01-13 13:48:37,2023-01-13 13:50:59,EEXxplbMdNUFytDd,3,3,4,3,0,0,0,0,4
63,4,3,2023-01-13 13:49:47,2023-01-13 13:51:50,CsQlSvAxSvNTjpcW,4,4,4,4,0,0,0,0,4
63,4,2,2023-01-13 13:49:19,2023-01-13 13:53:11,VE2VdbjoBX3EI4ke,5,5,5,4,0,0,0,0,4
64,4,1,2023-01-13 13:54:57,2023-01-13 13:55:38,PXoe4QGtr2uM7s1A,4,5,5,5,0,0,0,0,5
64,4,3,2023-01-13 13:55:10,2023-01-13 13:55:58,t4u8z3X3RC3V8RCW,4,4,4,5,0,0,0,0,4
64,4,2,2023-01-13 13:55:06,2023-01-13 13:57:29,A1xLlFiZbNBnmyP6,4,5,5,1,0,0,0,0,1
65,4,1,2023-01-13 13:57:06,2023-01-13 13:57:35,4fRmZqxzurgAi97Y,4,4,3,4,0,0,0,0,5
65,4,3,2023-01-13 14:01:51,2023-01-13 14:02:43,Qx7HvjOV02WihNOb,4,4,3,5,0,0,0,0,5
65,4,2,2023-01-13 14:01:32,2023-01-13 14:07:57,0egVHeo03RQy1zmh,1,1,1,1,0,0,0,0,5
66,4,1,2023-01-13 14:07:30,2023-01-13 14:08:40,rkO3hnxOFqGMw6ZE,5,5,5,5,0,0,0,0,5
66,4,2,2023-01-13 14:07:45,2023-01-13 14:09:52,HVFzIyv8we3CzOl3,5,5,5,5,0,0,0,0,5
66,4,3,2023-01-13 14:10:20,2023-01-13 14:11:44,Ux3gPtIL4c5qpzFW,4,4,4,5,0,0,0,0,5
62,4,2,2023-01-13 14:18:35,2023-01-13 14:19:34,dFbLSemv8aUgpG23,1,1,1,4,0,0,0,0,4
62,4,3,2023-01-13 14:19:23,2023-01-13 14:20:01,KJL5ziPlne5BBB04,1,1,1,1,0,0,0,0,1
67,4,1,2023-01-13 14:23:21,2023-01-13 14:23:56,O9RrgVmWb4MM9NqJ,5,5,4,4,0,0,0,0,5
67,4,2,2023-01-13 14:23:36,2023-01-13 14:25:55,f4LZrN7vqI5n6XUE,3,2,2,4,0,0,0,0,5
68,4,1,2023-01-13 14:32:07,2023-01-13 14:33:21,gJIpN0W6lCL0EzfB,3,4,2,2,0,0,0,0,4
68,4,2,2023-01-13 14:32:28,2023-01-13 14:34:29,mtxMluZtSgKgO7XG,5,4,5,5,0,0,0,0,5
68,4,3,2023-01-13 14:33:21,2023-01-13 14:36:57,PwsmCswtqgnVkHhS,5,4,4,5,0,0,0,0,4
69,4,1,2023-01-13 14:35:57,2023-01-13 14:37:23,hpXjPvyNXJI6FfyX,5,2,2,1,0,0,0,0,4
69,4,2,2023-01-13 14:37:18,2023-01-13 14:38:26,5v6jb397cmTCAzd3,2,3,2,2,0,0,0,0,4
69,4,3,2023-01-13 14:37:36,2023-01-13 14:38:50,llnxjoGthRuoWDHH,3,2,2,1,0,0,0,0,5
70,4,1,2023-01-13 14:39:36,2023-01-13 14:40:51,qziZJWX3agIogzfX,4,4,4,4,0,0,0,0,4
70,4,2,2023-01-13 14:39:54,2023-01-13 14:41:14,1DsFsy8NbyaG0iJa,2,2,1,1,0,0,0,0,4
71,4,1,2023-01-13 14:56:20,2023-01-13 14:57:40,5bHdw3yLpFGBceTJ,4,5,4,5,0,0,0,0,5
