tweetId,strategyId,annotationId,fluency,informativeness,persuasiveness,soundness,hatefulness,hateLabel,consistentHateLabel
60,8,2,5,2,4,2,5,hateful,hateful
60,8,1,2,2,1,3,1,hateful,hateful
60,8,3,3,4,4,4,4,hateful,hateful
61,8,1,2,1,1,3,1,hateful,hateful
61,8,3,2,1,1,5,4,hateful,hateful
61,8,2,4,1,1,4,4,hateful,hateful
62,8,1,1,3,5,5,4,hateful,hateful
62,8,3,1,1,1,1,4,hateful,hateful
62,8,2,1,1,1,1,2,hateful,hateful
63,8,1,1,3,1,2,5,hateful,hateful
63,8,3,4,1,1,3,5,hateful,hateful
63,8,2,1,1,1,1,2,hateful,hateful
64,8,1,1,2,3,2,1,non-hateful,non-hateful
64,8,2,2,1,2,3,1,non-hateful,non-hateful
64,8,3,3,4,4,3,3,non-hateful,non-hateful
65,8,1,3,4,3,4,5,hateful,consistent hateful
65,8,3,4,2,3,2,5,hateful,consistent hateful
65,8,2,3,4,3,4,4,hateful,consistent hateful
66,8,1,1,5,3,3,2,hateful,hateful
66,8,2,1,3,1,2,4,hateful,hateful
66,8,3,1,1,1,1,4,hateful,hateful
67,8,1,5,2,2,3,5,hateful,hateful
67,8,3,2,1,1,1,5,hateful,hateful
67,8,2,5,2,1,1,3,hateful,hateful
68,8,1,3,1,1,2,4,hateful,consistent hateful
68,8,2,2,1,1,1,4,hateful,consistent hateful
68,8,3,2,1,2,2,4,hateful,consistent hateful
69,8,1,2,3,1,3,3,neither,neither
69,8,2,2,3,2,3,4,neither,neither
69,8,3,3,3,2,3,2,neither,neither
70,8,1,2,1,1,1,2,hateful,hateful
70,8,3,2,1,1,1,5,hateful,hateful
70,8,2,1,1,1,1,5,hateful,hateful
71,8,2,3,4,4,3,4,hateful,consistent hateful
71,8,1,4,4,4,4,5,hateful,consistent hateful
71,8,3,1,1,1,1,5,hateful,consistent hateful
72,8,1,1,2,1,1,5,hateful,consistent hateful
72,8,2,1,1,1,1,5,hateful,consistent hateful
72,8,3,1,1,1,2,4,hateful,consistent hateful
73,8,1,3,4,4,4,4,hateful,consistent hateful
73,8,2,4,2,1,3,5,hateful,consistent hateful
73,8,3,3,1,1,1,5,hateful,consistent hateful
74,8,1,2,2,1,1,2,non-hateful,non-hateful
74,8,3,3,2,2,3,4,non-hateful,non-hateful
74,8,2,3,1,3,4,2,non-hateful,non-hateful
75,8,1,3,2,3,3,4,hateful,consistent hateful
75,8,3,2,1,1,1,5,hateful,consistent hateful
75,8,2,1,1,1,1,5,hateful,consistent hateful
76,8,1,2,1,1,1,5,hateful,consistent hateful
76,8,2,1,1,1,1,5,hateful,consistent hateful
76,8,3,2,1,1,1,5,hateful,consistent hateful
77,8,1,5,1,1,1,5,hateful,consistent hateful
77,8,2,5,1,3,1,5,hateful,consistent hateful
77,8,3,2,1,1,1,4,hateful,consistent hateful
78,8,1,2,2,2,3,5,hateful,consistent hateful
78,8,3,2,3,1,4,5,hateful,consistent hateful
78,8,2,2,2,2,2,5,hateful,consistent hateful
79,8,1,1,1,1,1,5,hateful,consistent hateful
79,8,2,2,1,1,1,5,hateful,consistent hateful
79,8,3,2,2,1,3,5,hateful,consistent hateful
80,8,1,1,1,2,1,5,hateful,consistent hateful
80,8,2,2,1,1,1,5,hateful,consistent hateful
80,8,3,4,1,1,1,5,hateful,consistent hateful
81,8,1,1,1,1,1,3,neither,neither
81,8,3,1,1,1,3,1,neither,neither
81,8,2,3,1,1,2,5,neither,neither
82,8,1,2,1,2,1,4,non-hateful,non-hateful
82,8,2,3,2,3,2,2,non-hateful,non-hateful
82,8,3,2,3,4,3,2,non-hateful,non-hateful
83,8,1,1,1,1,1,5,hateful,consistent hateful
83,8,2,1,1,1,5,5,hateful,consistent hateful
83,8,3,4,1,2,4,5,hateful,consistent hateful
84,8,1,4,1,1,1,5,neither,neither
84,8,2,3,2,2,3,2,neither,neither
84,8,3,2,3,3,2,3,neither,neither
85,8,2,1,1,1,1,5,hateful,hateful
85,8,1,3,1,2,3,2,hateful,hateful
85,8,3,1,3,1,3,5,hateful,hateful
86,8,1,1,1,1,1,4,hateful,hateful
86,8,3,2,1,1,1,5,hateful,hateful
86,8,2,3,2,3,2,1,hateful,hateful
87,8,2,3,3,4,3,2,hateful,hateful
87,8,3,5,4,3,2,4,hateful,hateful
87,8,1,4,4,4,3,4,hateful,hateful
88,8,1,3,2,1,1,4,hateful,consistent hateful
88,8,2,2,2,1,1,5,hateful,consistent hateful
88,8,3,4,3,1,1,5,hateful,consistent hateful
89,8,2,2,1,1,1,5,hateful,consistent hateful
89,8,3,2,1,1,2,5,hateful,consistent hateful
89,8,1,1,1,1,1,5,hateful,consistent hateful
90,8,1,2,1,1,1,5,hateful,hateful
90,8,3,4,4,4,5,4,hateful,hateful
90,8,2,1,1,4,3,2,hateful,hateful
91,8,1,3,1,1,1,5,hateful,consistent hateful
91,8,2,2,1,1,1,5,hateful,consistent hateful
91,8,3,2,4,5,1,5,hateful,consistent hateful
92,8,3,1,2,2,1,2,hateful,hateful
92,8,2,4,1,1,3,5,hateful,hateful
92,8,1,2,1,1,1,5,hateful,hateful
93,8,1,2,2,2,2,4,hateful,hateful
93,8,2,3,2,3,4,2,hateful,hateful
93,8,3,1,1,1,1,5,hateful,hateful
94,8,1,1,1,1,1,5,hateful,hateful
94,8,3,3,3,3,4,4,hateful,hateful
94,8,2,3,3,3,3,3,hateful,hateful
95,8,1,2,3,4,1,5,hateful,hateful
95,8,2,5,3,3,3,2,hateful,hateful
95,8,3,4,1,2,3,5,hateful,hateful
96,8,1,4,4,4,3,3,neither,neither
96,8,2,3,3,4,3,2,neither,neither
96,8,3,3,3,3,3,4,neither,neither
97,8,1,4,4,3,4,4,hateful,consistent hateful
97,8,2,2,2,3,2,5,hateful,consistent hateful
97,8,3,4,3,4,4,5,hateful,consistent hateful
98,8,1,1,1,1,1,5,hateful,consistent hateful
98,8,2,1,1,1,1,5,hateful,consistent hateful
98,8,3,1,2,1,2,5,hateful,consistent hateful
99,8,1,2,2,3,4,5,hateful,consistent hateful
99,8,2,2,1,1,1,5,hateful,consistent hateful
99,8,3,2,1,1,1,5,hateful,consistent hateful
100,8,1,4,4,4,4,4,hateful,consistent hateful
100,8,2,1,2,1,1,5,hateful,consistent hateful
100,8,3,2,1,1,1,5,hateful,consistent hateful
